Path,index,distance
validate,0,0.25943209384449795
validate,1,0.24008071845069445
validate,2,0.22544319051693562
validate,3,0.21213980010779498
validate,4,0.18406042768779496
validate,5,0.1460831819165428
validate,6,0.10481410401594216
validate,7,0.06729507982485194
validate,8,0.03731282440464334
validate,9,0.019366449429463195
validate,10,0.008168404589109834
validate,11,0.001604476422099932
validate,12,0.00013147148830949806
validate,13,0.0040368628379992
validate,14,0.014148527657943055
validate,15,0.03182580347827457
validate,16,0.056385058084448825
validate,17,0.05214846135939122
validate,18,0.0043769491708215424
validate,19,0.0035449131420937086
validate,20,0.01857556566240326
validate,21,0.026894002462451105
validate,22,0.05703424431292381
validate,23,0.08572534686345057
validate,24,0.10493199140412957
validate,25,0.11533286457085379
validate,26,0.10633220502142438
validate,27,0.017480655299659253
validate,28,0.006606943445073954
validate,29,0.001472320156711393
validate,31,0.009117542384533217
validate,32,0.005200033607442256
validate,33,0.002683252471114672
validate,34,0.0006717938870006712
validate,35,1.1009291311925296e-07
validate,36,0.029645807738662322
validate,37,0.005549789916532433
validate,38,1.715078027531014e-05
validate,39,3.8091610726764813e-06
validate,40,0.0034472899492634657
validate,41,0.014862108530968032
validate,42,0.025892041063502735
validate,43,0.04577927082788458
validate,44,0.05802737106690059
validate,45,0.0523282191768728
validate,46,0.03993267151214386
validate,47,0.03178824085720644
validate,48,0.057264636694171034
validate,49,0.03242467050461728
validate,50,0.015572765136259159
validate,51,0.009379388810493494
validate,52,0.00402015244312337
validate,53,0.0014575756590680111
validate,54,0.0008637397150648152
validate,55,0.004896744483271598
validate,56,0.011896627304450957
validate,57,0.019020916969238244
validate,58,0.028840339484572763
validate,59,0.04370631088738708
validate,60,0.04904531544305901
validate,61,0.021431972677857902
validate,62,0.013370241318657827
validate,63,0.007507931277077939
validate,64,0.0020367890157477753
validate,65,0.007420283371663561
validate,66,0.013212691264709808
validate,67,0.021174022775556245
