Path,index,distance
validate,0,0.02154812511433357
validate,1,0.06001794920037473
validate,2,0.08554007064766911
validate,3,0.10118170322631392
validate,4,0.10684811746584544
validate,5,0.09924476155562068
validate,6,0.0835201767051974
validate,7,0.06409249077986123
validate,8,0.039220187458217426
validate,9,0.017966827208243608
validate,10,0.004184163549402098
validate,11,2.3005170213252768e-08
validate,12,0.00424968328391051
validate,13,0.01642513476435148
validate,14,0.038129354921077496
validate,15,0.07104508847740021
validate,16,0.1147696809201868
validate,17,0.009923060909369452
validate,18,0.043067935068438756
validate,19,0.06750080413464965
validate,20,0.07414391350046978
validate,21,0.06556965262258452
validate,22,0.1023024122938817
validate,23,0.13616677883512396
validate,24,0.15614392255997578
validate,25,0.15917055994158813
validate,26,0.14146760963658989
validate,27,0.04429524048650768
validate,28,0.017796210126659218
validate,29,0.0038212615597146282
validate,31,0.0037567646045112424
validate,32,0.002925887390762383
validate,33,0.001515502064806551
validate,34,9.993477491054836e-05
validate,35,0.00038027217681935177
validate,36,0.0013620105620619771
validate,37,0.012749748134677885
validate,38,0.0240937662351961
validate,39,0.019550683317788753
validate,40,0.0071708779938540745
validate,41,0.0014471905198463197
validate,42,0.05878575826307819
validate,43,0.08499901214480365
validate,44,0.09727443223088195
validate,45,0.09090028956029883
validate,46,0.07081899594087682
validate,47,0.06032399089630969
validate,48,0.03467733692809316
validate,49,0.020505997312598945
validate,50,0.011301716159968
validate,51,0.0073765457556245195
validate,52,0.003084472047419573
validate,53,0.0010026092517089191
validate,54,9.638333281791756e-05
validate,55,0.004498513477530497
validate,56,0.01193599525428346
validate,57,0.01831611722529347
validate,58,0.02590823053658553
validate,59,0.0328091920740845
validate,60,0.02860273849718664
validate,61,0.014415967582096956
validate,62,0.009344349671188912
validate,63,0.0049552804615783375
validate,64,0.0006074069188605202
validate,65,0.006914153049754845
validate,66,0.01208129852441342
validate,67,0.018114221048534662
