Path,index,distance
train,0,0.030086571852284028
train,1,0.028384638544971974
train,2,0.024952349131670437
train,3,0.021175383589016272
train,4,0.017167557773409392
train,5,0.01250832944692215
train,6,0.007207347604583414
train,7,0.0028595905850454795
train,8,3.3296284709383173e-06
train,9,0.0031342543556118763
train,10,0.013928532285463535
train,11,0.032598672155106145
train,12,0.0608546780189444
train,13,0.09576533261723219
train,14,0.1383859779392711
train,15,0.1922735252533222
train,16,0.2646211203667904
train,17,0.027770272258302198
train,18,0.01730294991961756
train,19,0.003387052721078865
train,20,0.00023226054541425345
train,21,0.0064788127079806745
train,22,0.03651128792667602
train,23,0.08580684829274066
train,24,0.1466036281046923
train,25,0.20264292817120522
train,26,0.2149774500424112
train,27,0.012199716888982914
train,28,0.004593744092648455
train,29,0.0009670600863499468
train,31,0.0017126339135723478
train,32,0.0003510691025820911
train,33,0.0001841966301058262
train,34,0.0032590607524148885
train,35,0.010038497563456428
train,36,0.009754268777408703
train,37,0.0036328245222675415
train,38,1.9643701406835135e-05
train,39,0.0017067820774027131
train,40,7.294462987161854e-05
train,41,0.003490767912475823
train,42,0.06151406244617075
train,43,0.08991891959775289
train,44,0.11587399319526293
train,45,0.1332921030408224
train,46,0.10534812962424445
train,47,0.08187752336504117
train,48,0.0034780854377088888
train,49,0.0020618761640645022
train,50,0.00036402714491967636
train,51,4.39905346305558e-05
train,52,0.0016302556762730624
train,53,0.006346658316573883
train,54,0.012831081807180622
train,55,0.003957908853345127
train,56,0.0003794799504027724
train,57,0.00010441469267130632
train,58,0.0012663763242430903
train,59,0.002827408081340521
train,60,0.001840721240988552
train,61,0.0006718066917388299
train,62,1.452170524829377e-06
train,63,0.0009752970128801275
train,64,0.009073970246576413
train,65,0.0009433961207490071
train,66,2.9759103582494006e-06
train,67,0.0005456744210557973
