Path,index,distance
train,0,0.2332682938446735
train,1,0.23905645443130819
train,2,0.24009203846678961
train,3,0.2332682938446735
train,4,0.20858339511228952
train,5,0.16919782075782608
train,6,0.12412698670782052
train,7,0.08204244546430728
train,8,0.04533701311429417
train,9,0.020443321005033543
train,10,0.006143951755286481
train,11,0.00027303221829677593
train,12,0.0019767537909082256
train,13,0.010907720928230225
train,14,0.027075225675630032
train,15,0.05190732379397833
train,16,0.08732151375757768
train,17,0.016548394840259606
train,18,0.0014504887331574512
train,19,0.018477250561511394
train,20,0.034387830159464006
train,21,0.04160276972644483
train,22,0.06684996468854731
train,23,0.09144730136320278
train,24,0.11005830835309915
train,25,0.12056991280060037
train,26,0.10566752966333726
train,27,0.028528854052851327
train,28,0.010733935396318506
train,29,0.002393934117892349
train,31,0.010904807102827596
train,32,0.00580207389668308
train,33,0.0023951097558322365
train,34,0.00012283863909923198
train,35,0.0006060180718990837
train,36,0.004573651794043232
train,37,0.0004170755211140298
train,38,0.005460492787139559
train,39,0.0057795104359198435
train,40,0.0003526794620075657
train,41,0.0011917112441796052
train,42,0.03932973249467142
train,43,0.06113008798476749
train,44,0.07384579397269186
train,45,0.07170966005044566
train,46,0.057525665807200754
train,47,0.04709806287875107
train,48,0.06052941262896583
train,49,0.03280638256039248
train,50,0.01517462349949461
train,51,0.009240351407823866
train,52,0.004243674863010138
train,53,0.0012504710988435752
train,54,0.00015370557729488254
train,55,0.004757488980128399
train,56,0.011739786116373718
train,57,0.019330160163747223
train,58,0.029665505863219477
train,59,0.04701161878413063
train,60,0.05338171035705219
train,61,0.018890614570586717
train,62,0.011440125847167137
train,63,0.006061940537436472
train,64,0.0009147241769015269
train,65,0.00713418321407111
train,66,0.013351271383249763
train,67,0.021776565481066434
