Path,index,distance
train,0,0.08668396563562619
train,1,0.10840869872312264
train,2,0.12073111884839438
train,3,0.12825211483131993
train,4,0.1304768504820807
train,5,0.11502076280665086
train,6,0.08998756620214221
train,7,0.06576650042846122
train,8,0.040241123119642785
train,9,0.020603166107315607
train,10,0.006838437000218023
train,11,0.0006327251224074182
train,12,0.0008770700547893195
train,13,0.006484002591800264
train,14,0.018047741186673405
train,15,0.036780954204174376
train,16,0.06373744877262777
train,17,0.010845869622911453
train,18,0.000363129755860947
train,19,0.01730312769944986
train,20,0.03911152066806978
train,21,0.04711212536881093
train,22,0.06262828238548579
train,23,0.08457450356382623
train,24,0.0947732945289812
train,25,0.09123562833010201
train,26,0.07439102618394555
train,27,0.025182922478121816
train,28,0.010110806890908819
train,29,0.0023174684115648825
train,31,0.0057377503959551435
train,32,0.0038369176507784264
train,33,0.0020454653923841493
train,34,0.00038473046328946214
train,35,1.210142713370388e-05
train,36,0.000876772759131561
train,37,0.0016043167354300447
train,38,0.007569736909578628
train,39,0.006514222486611265
train,40,0.0017507184883013283
train,41,5.239832261527688e-06
train,42,0.03580120939325704
train,43,0.0546076277095392
train,44,0.06181459905534592
train,45,0.05435752498219193
train,46,0.045825312595654144
train,47,0.039562006265647875
train,48,0.0328675148805857
train,49,0.018586847689581187
train,50,0.008751503538398597
train,51,0.005793434505652395
train,52,0.002599973232587427
train,53,0.0013749098942089644
train,54,0.0018464732164074071
train,55,0.0052554153470653064
train,56,0.01044207646510631
train,57,0.015697635638738827
train,58,0.021504064993967953
train,59,0.02835816115169376
train,60,0.0270655201770984
train,61,0.01287332274306141
train,62,0.00887569350553008
train,63,0.0050755694208528546
train,64,0.0023536827698238394
train,65,0.005452350009313989
train,66,0.009394985083420515
train,67,0.013861754986170705
