Path,index,distance
train,0,0.12079854345793384
train,1,0.13324169719667545
train,2,0.1299645380642631
train,3,0.12290613023803343
train,4,0.10772998161062175
train,5,0.08501072814625199
train,6,0.06190690410457056
train,7,0.03784603080387261
train,8,0.01773549919911721
train,9,0.005359603866389784
train,10,6.25147321087205e-05
train,11,0.0035038829751018463
train,12,0.017096407939955482
train,13,0.03955956051498255
train,14,0.07299759422228125
train,15,0.1239697829745674
train,16,0.19155424419676226
train,17,0.04417494099337205
train,18,0.0026852677848214768
train,19,0.003965567289343497
train,20,0.017132392031176447
train,21,0.030779374532107107
train,22,0.0677027322078958
train,23,0.10989545850801896
train,24,0.15463314444336074
train,25,0.18855905327796973
train,26,0.18818929940708307
train,27,0.027226772997834492
train,28,0.010279284457519133
train,29,0.0022342402319588395
train,31,0.00596234060853118
train,32,0.0028615406003360544
train,33,0.0006445117291756786
train,34,0.00026843827847788937
train,35,0.0035503734763685513
train,36,0.01169835175025502
train,37,0.00016142780453554106
train,38,0.0033345446053074657
train,39,0.005633914732930512
train,40,0.00021502523669214568
train,41,0.002654977004240222
train,42,0.05971918723139191
train,43,0.09496271668985556
train,44,0.11577906193201082
train,45,0.12005175620761455
train,46,0.0966192077249195
train,47,0.07793239110086947
train,48,0.034558865670129224
train,49,0.018224911209096528
train,50,0.006719785771958642
train,51,0.002533616208324707
train,52,0.00010708444672258288
train,53,0.0004720787156283768
train,54,0.0012411245440044905
train,55,0.0005043986267817546
train,56,0.005209595869105632
train,57,0.011633680002748448
train,58,0.019986659675699125
train,59,0.029512395476645192
train,60,0.027302575806771645
train,61,0.009369026558434967
train,62,0.003930373181449176
train,63,0.0006672736121123846
train,64,0.0004644244705356293
train,65,0.0026123758890969073
train,66,0.007630415590020756
train,67,0.01436621510873659
