Path,index,distance
train,0,0.33464948703292685
train,1,0.3073332743473868
train,2,0.28656770793531394
train,3,0.26046212667501045
train,4,0.22150843627423777
train,5,0.16879528314604564
train,6,0.11362721268612153
train,7,0.07267097163626068
train,8,0.04183723293668962
train,9,0.02167746892590272
train,10,0.009288315980040096
train,11,0.001757812462691133
train,12,0.00013534914541080134
train,13,0.0037998258384516204
train,14,0.012297364664063504
train,15,0.025633717536205247
train,16,0.04406428991846667
train,17,0.13590935194988785
train,18,0.05951590510336724
train,19,0.007502258423906505
train,20,0.0003098299504206148
train,21,0.00404427498753146
train,22,0.02660236036696384
train,23,0.05239055396310022
train,24,0.07436515449111891
train,25,0.07791638420584801
train,26,0.059204151191438514
train,27,0.004935447883725019
train,28,0.0019227078405660292
train,29,0.0004798376789141301
train,31,0.018434617977395096
train,32,0.009695526879723304
train,33,0.004287220512175671
train,34,0.0009518273619943951
train,35,9.594812262814223e-06
train,36,0.051917561769878495
train,37,0.021017269421525375
train,38,0.006166338072293387
train,39,0.003181586704791184
train,40,0.011572922576385425
train,41,0.028263535522607408
train,42,0.011366559241415053
train,43,0.027256507028184385
train,44,0.03665761692526226
train,45,0.03431642258773182
train,46,0.02685669165568405
train,47,0.01912938279207388
train,48,0.0761523167507826
train,49,0.03979380298805235
train,50,0.020321686182897425
train,51,0.012481077469848056
train,52,0.006213001213962843
train,53,0.0028608724074596914
train,54,0.0018171407135223472
train,55,0.005494911826179116
train,56,0.011200375685887387
train,57,0.018259805787397165
train,58,0.028172439156131768
train,59,0.04547539083367158
train,60,0.06466739686200396
train,61,0.02429099624595854
train,62,0.01511947582887585
train,63,0.008919928201215566
train,64,0.0028538940892417486
train,65,0.00847503790936599
train,66,0.014702520648075534
train,67,0.023041615498057055
