Path,index,distance
train,0,0.17071294896205758
train,1,0.17089195889312458
train,2,0.1674037444950236
train,3,0.1611326659123502
train,4,0.15172454474065888
train,5,0.13113321505092668
train,6,0.10017827620734943
train,7,0.06653634715742096
train,8,0.03699693316628638
train,9,0.01811555341444182
train,10,0.007420298973893735
train,11,0.0015991449268267788
train,12,3.056653812238963e-05
train,13,0.0024940927974985705
train,14,0.009062414579239952
train,15,0.021698460791934826
train,16,0.04189170240216178
train,17,0.062274533245214814
train,18,0.01689919593696887
train,19,0.00016500500671701168
train,20,0.014318748291951677
train,21,0.022791452961599123
train,22,0.049716385173879996
train,23,0.0817055533726827
train,24,0.09798053691950037
train,25,0.09662013043652662
train,26,0.07649728932504107
train,27,0.014148773073974885
train,28,0.005567363433827022
train,29,0.001267908553032271
train,31,0.010454738063454316
train,32,0.006226095938951071
train,33,0.0032553935355029706
train,34,0.0010021717107882022
train,35,9.179887805554898e-05
train,36,0.0251355794401239
train,37,0.007508206967619668
train,38,0.0008078138543125002
train,39,0.0001246025337732215
train,40,0.0038235228155412138
train,41,0.013405443263739936
train,42,0.018606570976284376
train,43,0.035668968130895595
train,44,0.046119224840539985
train,45,0.041954420647104196
train,46,0.03289136178074448
train,47,0.024793593257737
train,48,0.05194847400037472
train,49,0.03051918684464272
train,50,0.017499071017647472
train,51,0.012204857430078042
train,52,0.006931494923553938
train,53,0.0038003182656166645
train,54,0.0020184771996827333
train,55,0.006602957869456527
train,56,0.0122866901791856
train,57,0.018650383115914715
train,58,0.0259430805322578
train,59,0.036767073890721536
train,60,0.04413954382895724
train,61,0.020754954244467938
train,62,0.01471940556524931
train,63,0.009202580487370993
train,64,0.003068384818952996
train,65,0.009141869430616678
train,66,0.014623463001531722
train,67,0.020983714820597466
