Path,index,distance
train,0,0.12725924209704353
train,1,0.14534303370534352
train,2,0.15623367979268254
train,3,0.15825213538635463
train,4,0.1482914511920429
train,5,0.1289946749860036
train,6,0.10079104343917289
train,7,0.07215880365567306
train,8,0.044938132125943
train,9,0.02502648473081992
train,10,0.011532021748238419
train,11,0.0031950504436562
train,12,1.651124741597343e-05
train,13,0.002187890226982514
train,14,0.010287327224952514
train,15,0.02628247026721897
train,16,0.05255189986415454
train,17,0.01842910619930027
train,18,0.00018190835771048075
train,19,0.010010268892898022
train,20,0.025812458569588803
train,21,0.03189841965689577
train,22,0.05027345454143406
train,23,0.07672669599620752
train,24,0.09113928078734534
train,25,0.0946138605822292
train,26,0.07962303807276316
train,27,0.02320498555058348
train,28,0.009320828234451684
train,29,0.002011242400910107
train,31,0.00832056678316373
train,32,0.005435823695729036
train,33,0.0031570702403918016
train,34,0.0007557750203245339
train,35,1.3166537607967044e-06
train,36,0.0031480304731460462
train,37,0.00012702606447756448
train,38,0.0030902935257469677
train,39,0.0031326268362593668
train,40,0.00024994766303931826
train,41,0.0005592986299374214
train,42,0.02927964375483816
train,43,0.04800541308026829
train,44,0.056153615302120596
train,45,0.05155870281875208
train,46,0.043164825591297196
train,47,0.03541506310400222
train,48,0.050342184542779056
train,49,0.03336055744937072
train,50,0.020777099883461547
train,51,0.014038861847063377
train,52,0.007708374899684567
train,53,0.004384559325891102
train,54,0.003417011399978742
train,55,0.009526208846145745
train,56,0.01700217474279453
train,57,0.025155014002126164
train,58,0.03465988617273763
train,59,0.04436179599679835
train,60,0.044379854370954486
train,61,0.023140521455076946
train,62,0.01528852924844426
train,63,0.009122323471644989
train,64,0.004533731556570664
train,65,0.013267441141608605
train,66,0.02034918069730096
train,67,0.02864749597324434
