Path,index,distance
train,0,0.03601180961378714
train,1,0.05620289540142076
train,2,0.06774247589131355
train,3,0.07675908715722468
train,4,0.07868122930545152
train,5,0.07221166673340551
train,6,0.061522655444695706
train,7,0.04640153950038872
train,8,0.025164794366786425
train,9,0.009433877153262826
train,10,0.0009515181374052384
train,11,0.0008548824852967485
train,12,0.007926640276739616
train,13,0.022064790591892036
train,14,0.0437557583039726
train,15,0.07483598142847236
train,16,0.12026073349575128
train,17,0.006884745829616845
train,18,0.0007935972528327895
train,19,0.014227235546035999
train,20,0.024328826836119033
train,21,0.028933608107616693
train,22,0.0633390947185225
train,23,0.09715703100578887
train,24,0.12187080903374459
train,25,0.1314369614038673
train,26,0.11985211417741803
train,27,0.025156388542413533
train,28,0.009979315786075582
train,29,0.0022587394257036486
train,31,0.004032199601498254
train,32,0.0025153011712332196
train,33,0.0009182375421707967
train,34,5.561552710586781e-07
train,35,0.0008488575007604693
train,36,0.0013975012631867179
train,37,0.0009086048693345283
train,38,0.00628481214888732
train,39,0.006618835847844062
train,40,0.0009999831334110976
train,41,0.0003170993881305151
train,42,0.044951960792964596
train,43,0.06735824596788553
train,44,0.07909071651341193
train,45,0.07700884360773153
train,46,0.06170224605616326
train,47,0.05022704157795921
train,48,0.026738193808767963
train,49,0.01640433556783427
train,50,0.008370096486648437
train,51,0.00475044752022602
train,52,0.001456706169602251
train,53,5.8794520270244455e-05
train,54,0.0001319137772812784
train,55,0.0025727277168003937
train,56,0.009619956687085818
train,57,0.016462905618889967
train,58,0.023340514418674907
train,59,0.02886944363166699
train,60,0.021784435973432603
train,61,0.009932952898534686
train,62,0.00572225747598476
train,63,0.0021801148444586804
train,64,6.009327099154582e-06
train,65,0.006137489186709755
train,66,0.011639782915823238
train,67,0.01718107183359119
